#{"t_start": 1716882182.3989954, "env_id": "Sprites-v0"}
r,l,t
28.807103,40,1.078928
33.82308,40,8.628923
32.116199,40,9.700253
27.341893,40,10.76554
18.461817,40,11.835467
30.491235,40,12.91337
27.037589,40,13.966548
28.78168,40,15.033056
28.254995,40,16.088499
27.300323,40,17.16385
30.751256,40,18.258095
28.863771,40,19.353854
29.868259,40,20.429936
32.142876,40,21.514844
31.498912,40,22.524955
29.144184,40,23.593568
24.023004,40,24.707881
27.877939,40,25.787997
29.018315,40,26.819107
25.801577,40,27.988094
31.045176,40,29.095736
19.425797,40,30.182781
31.950996,40,31.270368
26.051986,40,32.353997
27.460485,40,33.428727
26.488693,40,34.525671
26.801927,40,35.605341
28.934569,40,36.704892
28.32476,40,37.824607
27.736203,40,38.909361
24.470709,40,39.991928
16.491507,40,41.022445
35.33881,40,42.051139
21.783482,40,43.11714
23.154287,40,44.186394
24.831071,40,45.263464
28.950184,40,46.325554
25.798941,40,47.397608
31.448985,40,48.465368
25.374326,40,49.53834
23.728103,40,50.607168
27.343207,40,51.671702
32.14366,40,52.686878
29.47505,40,53.751162
27.780807,40,54.755954
29.072427,40,55.818395
28.585439,40,56.881239
24.878118,40,57.92021
28.006523,40,58.98354
29.312712,40,60.069906
27.251491,40,61.227526
24.400431,40,62.376992
27.441476,40,63.495244
29.333396,40,64.702913
27.39123,40,65.792332
33.568249,40,66.865151
28.035883,40,67.938615
22.103759,40,69.044079
28.569946,40,70.12013
24.18094,40,71.220292
26.959281,40,72.300602
26.031892,40,73.393194
32.205214,40,74.453389
31.55922,40,75.518453
24.75736,40,76.586811
29.037328,40,77.665396
31.577135,40,78.750889
25.715418,40,79.910126
29.150861,40,81.039328
23.848413,40,82.174307
29.628624,40,83.312728
24.343157,40,84.429888
28.221492,40,85.496682
32.463449,40,86.621231
28.293972,40,87.880002
30.136904,40,89.008157
29.432722,40,90.133341
26.875132,40,91.213423
31.093326,40,92.282199
26.524421,40,93.370298
31.315161,40,94.43997
23.905678,40,95.505447
22.958954,40,96.580098
26.054121,40,97.65136
33.624687,40,98.724082
27.227277,40,99.80583
27.846823,40,100.841806
27.129237,40,101.923207
28.778426,40,103.111616
29.060115,40,104.297757
27.198451,40,105.388896
29.603632,40,106.470793
21.869942,40,107.535577
32.3713,40,108.629923
33.38113,40,109.712982
29.475686,40,110.825274
27.630483,40,111.949497
33.41661,40,113.097294
20.404153,40,114.277424
28.510962,40,115.372833
33.683744,40,116.566108
29.504341,40,123.944997
32.364092,40,125.088837
30.133899,40,126.188808
29.546958,40,127.292215
26.626569,40,128.429536
27.94234,40,129.53883
33.350206,40,130.7066
27.807067,40,131.82106
26.901829,40,133.012023
30.082022,40,134.075969
28.028719,40,135.203792
30.116389,40,136.375569
30.267313,40,137.508541
21.191399,40,138.624264
28.187672,40,139.768763
30.707399,40,140.918411
30.085578,40,142.097019
24.497959,40,143.257792
29.686463,40,144.352754
27.252187,40,145.469127
33.937129,40,146.569464
27.117453,40,147.671534
30.070927,40,148.747612
27.168975,40,149.842711
23.227728,40,150.923987
25.500074,40,152.025379
29.087014,40,153.127569
31.244496,40,154.206874
30.044417,40,155.302088
29.457444,40,156.416641
28.108857,40,157.490957
30.250895,40,158.599308
30.514374,40,159.740347
27.84051,40,160.785568
31.551424,40,161.851306
29.24935,40,162.924679
26.566934,40,163.995729
27.995454,40,165.076408
29.685429,40,166.191359
31.698646,40,167.265475
25.602392,40,168.336403
25.498221,40,169.403309
23.542236,40,170.483469
29.204356,40,171.55504
26.628983,40,172.632048
27.01733,40,173.759325
27.43309,40,174.971757
28.191674,40,176.131799
23.227878,40,177.25685
31.18723,40,178.543824
26.748668,40,179.704735
25.088123,40,180.841284
28.70985,40,181.922605
27.367379,40,183.058612
25.594449,40,184.174777
24.006891,40,185.27487
29.166174,40,186.347157
28.87346,40,187.473339
27.807414,40,188.628436
25.993623,40,189.735594
27.466317,40,190.904888
28.304952,40,192.056722
26.927657,40,193.147049
24.981369,40,194.24662
20.753439,40,195.36939
23.947623,40,196.483845
27.922487,40,197.589758
27.268751,40,198.773749
27.663538,40,199.95011
31.223397,40,201.030267
30.717937,40,202.04725
27.981753,40,203.125755
28.500324,40,204.19123
26.68933,40,205.284611
27.758033,40,206.372947
30.828863,40,207.495063
27.021846,40,208.612565
34.36557,40,209.713987
24.377203,40,210.877127
29.374312,40,212.005481
23.428432,40,213.176095
29.085933,40,214.382636
29.468275,40,215.495541
32.795906,40,216.610175
29.602554,40,217.744482
27.15594,40,218.803433
26.766673,40,219.923975
27.655005,40,220.998658
24.983639,40,222.078624
31.065756,40,223.181681
28.250925,40,224.288919
30.682347,40,225.36489
27.676064,40,226.412807
27.70414,40,227.455456
26.578608,40,228.525292
22.630091,40,229.60209
27.723789,40,230.672895
28.928238,40,231.737853
28.83924,40,232.806862
35.009093,40,233.870968
26.2128,40,241.357075
26.910684,40,242.431716
28.034081,40,243.495641
22.849805,40,244.538044
26.020474,40,245.613245
29.333169,40,246.668679
28.392145,40,247.732495
25.748607,40,248.800788
29.136654,40,249.923962
23.552004,40,251.048096
29.053536,40,252.178265
29.068241,40,253.345627
24.663362,40,254.591677
27.558603,40,255.703629
26.248681,40,256.777963
21.917798,40,257.890033
23.125115,40,259.01564
30.821968,40,260.118903
24.717739,40,261.14374
29.925764,40,262.244936
32.911656,40,263.323481
28.572977,40,264.398799
24.505253,40,265.466374
28.878451,40,266.560731
28.57107,40,267.663792
30.772608,40,268.745123
24.493793,40,269.879531
30.189143,40,270.964311
29.899715,40,272.041783
29.738838,40,273.084252
26.879772,40,274.158534
27.0531,40,275.228814
25.110619,40,276.326661
22.220446,40,277.430474
21.234922,40,278.527278
29.467706,40,279.716762
27.676759,40,281.037113
24.912272,40,282.261908
26.957122,40,283.500623
33.441764,40,284.602774
30.678137,40,285.739197
30.072769,40,286.889402
26.601449,40,288.052254
20.776325,40,289.188297
34.093423,40,290.292074
27.403569,40,291.360605
27.145289,40,292.432089
27.941857,40,293.555299
27.404107,40,294.618148
23.71769,40,295.682655
28.915807,40,296.743783
32.940129,40,297.756363
24.97228,40,298.85106
26.874471,40,299.970457
29.763349,40,301.015004
31.807072,40,302.128638
20.755016,40,303.279659
27.441448,40,304.465097
30.037308,40,305.576408
25.05889,40,306.675972
25.701517,40,307.745007
33.152622,40,308.858703
34.11913,40,310.005367
28.803698,40,311.071771
27.591273,40,312.187614
22.469116,40,313.289643
22.804345,40,314.372686
29.495985,40,315.437742
29.627834,40,316.517202
25.947287,40,317.635478
28.796352,40,318.764227
33.593131,40,319.90331
26.119598,40,321.033288
26.477466,40,322.182501
29.841927,40,323.238252
27.064891,40,324.358832
29.863402,40,325.440045
27.991022,40,326.602456
24.678115,40,327.77672
28.142759,40,329.021724
30.758796,40,330.187579
23.512517,40,331.315465
25.122739,40,332.485138
25.540759,40,333.624623
29.598391,40,334.728006
33.596583,40,335.817152
24.38887,40,336.899941
28.664357,40,337.992744
22.914532,40,339.087418
22.283356,40,340.214349
27.359675,40,341.34516
25.909999,40,342.406165
35.693578,40,343.513361
24.622782,40,344.611181
29.991169,40,345.725041
26.657811,40,346.863675
27.06278,40,347.980746
28.951186,40,349.084039
22.487737,40,350.198242
30.91313,40,351.325772
23.379638,40,358.871085
30.300236,40,359.97607
26.842027,40,361.016161
25.410428,40,362.052981
27.403885,40,363.198862
28.911297,40,364.334439
24.219553,40,365.43057
23.900135,40,366.546612
22.233679,40,367.689148
25.732979,40,368.81023
22.984545,40,369.87231
25.782711,40,370.982988
28.923807,40,372.159499
27.377741,40,373.26544
30.895303,40,374.344203
26.858868,40,375.442186
27.667666,40,376.516718
30.701477,40,377.633651
26.959373,40,378.758017
30.037361,40,379.893888
28.381867,40,381.033455
31.145335,40,382.124025
28.197325,40,383.23507
30.491064,40,384.305283
26.900889,40,385.38215
24.467039,40,386.460204
29.756065,40,387.572992
28.228936,40,388.668234
29.801845,40,389.85757
29.234751,40,390.990823
26.862218,40,392.114456
25.614533,40,393.285953
26.278092,40,394.334923
28.310222,40,395.501813
34.886027,40,396.648276
32.685046,40,397.786519
24.375193,40,398.885316
23.421081,40,399.98025
30.468017,40,401.019193
29.193333,40,402.086088
27.106774,40,403.142793
28.519474,40,404.194077
25.789477,40,405.270499
28.360635,40,406.348529
24.773033,40,407.430234
25.06492,40,408.525437
27.811418,40,409.648676
28.717128,40,410.795566
30.390835,40,411.924629
17.775809,40,413.058977
28.835063,40,414.199748
26.591908,40,415.30916
26.302097,40,416.399485
26.04251,40,417.504948
28.091823,40,418.598519
29.981126,40,419.69505
25.719196,40,420.767009
29.084441,40,421.872979
27.986855,40,422.989964
28.992997,40,424.112257
30.056686,40,425.205482
29.805133,40,426.381116
27.41242,40,427.481301
31.535709,40,428.600786
29.769624,40,429.720083
27.358506,40,430.835442
21.97594,40,431.930764
30.216584,40,433.02269
27.945963,40,434.134365
31.264858,40,435.214363
27.657572,40,436.2569
25.485934,40,437.3029
24.12087,40,438.460675
30.157914,40,439.577342
29.064237,40,440.701051
26.048448,40,441.799888
31.642823,40,442.930149
28.877089,40,444.040381
24.562613,40,445.088187
24.858403,40,446.148276
21.646291,40,447.217222
26.140871,40,448.318142
26.68591,40,449.397635
25.743032,40,450.488635
25.217748,40,451.549767
26.742217,40,452.657767
27.082401,40,453.829006
29.572166,40,454.93023
32.855431,40,456.043233
31.355227,40,457.233718
32.219307,40,458.434947
29.715042,40,459.587485
25.861965,40,460.653871
