#{"t_start": 1716882182.5495603, "env_id": "Sprites-v0"}
r,l,t
28.236375,40,0.926805
26.361862,40,8.477666
20.573375,40,9.54859
25.922985,40,10.613866
30.508947,40,11.683668
27.474343,40,12.762112
32.68193,40,13.815202
30.383504,40,14.881727
30.243756,40,15.93743
29.462226,40,17.012604
31.717984,40,18.106349
26.096239,40,19.202049
19.91973,40,20.27854
31.011457,40,21.363703
27.974122,40,22.373256
25.84165,40,23.441762
28.154849,40,24.556615
25.14575,40,25.636024
33.120509,40,26.667244
26.776981,40,27.836803
24.669666,40,28.944215
30.782392,40,30.03091
24.612891,40,31.11902
26.516842,40,32.202068
26.484698,40,33.277402
23.362019,40,34.374415
26.152447,40,35.453981
24.12855,40,36.553116
28.186614,40,37.67277
26.810285,40,38.758153
19.748096,40,39.840614
28.445448,40,40.871096
29.211348,40,41.899326
27.620652,40,42.965196
29.753617,40,44.035035
25.934321,40,45.11223
28.572154,40,46.173893
26.944828,40,47.246245
29.747532,40,48.313497
30.706878,40,49.38669
27.488278,40,50.455569
26.641565,40,51.519492
27.256522,40,52.535261
25.35002,40,53.599488
31.884887,40,54.604673
25.947524,40,55.666546
29.438725,40,56.729918
28.136526,40,57.76832
25.978561,40,58.831691
30.7095,40,59.917925
18.226671,40,61.076416
28.681103,40,62.226233
24.984416,40,63.34405
15.780979,40,64.551697
23.020741,40,65.640598
27.296212,40,66.713311
30.356174,40,67.787363
22.870609,40,68.892647
26.983698,40,69.968925
30.271303,40,71.068729
29.436691,40,72.14873
34.520327,40,73.241906
30.456666,40,74.301571
30.611494,40,75.367251
31.799022,40,76.434877
26.329647,40,77.514179
28.25205,40,78.599391
31.404311,40,79.758776
29.993984,40,80.888007
29.674977,40,82.023125
33.178411,40,83.161489
27.456445,40,84.278185
28.684617,40,85.34506
19.6665,40,86.469441
21.595185,40,87.729142
34.110712,40,88.856273
28.450545,40,89.982027
28.657179,40,91.061331
27.38045,40,92.130504
28.572301,40,93.219484
29.996567,40,94.288131
30.172134,40,95.354059
22.14636,40,96.428404
23.23107,40,97.499556
23.726043,40,98.572262
26.861597,40,99.654652
23.300512,40,100.690189
27.798091,40,101.771397
25.830189,40,102.960012
19.638439,40,104.145916
29.081665,40,105.237109
28.018733,40,106.319679
29.235732,40,107.384595
33.043614,40,108.478067
30.511707,40,109.561121
27.977729,40,110.67345
28.138166,40,111.798193
29.809539,40,112.945969
32.087287,40,114.126181
28.791963,40,115.221633
32.130491,40,116.415249
25.473376,40,123.793675
22.310463,40,124.937523
27.317459,40,126.037921
27.803282,40,127.140408
21.258652,40,128.277707
