#{"t_start": 1716739079.6708245, "env_id": "Sprites-v0"}
r,l,t
29.607716,40,1.362662
26.01333,40,1.643625
29.095523,40,1.942031
21.953898,40,2.192502
27.285444,40,2.473536
26.325723,40,13.336637
31.587584,40,13.562217
27.21949,40,13.723716
28.486208,40,13.890895
23.654125,40,14.054941
30.798926,40,15.598008
26.904384,40,15.760316
28.241878,40,15.920926
34.41796,40,16.079407
26.060694,40,16.23378
29.181602,40,17.773551
26.381956,40,17.93164
26.071697,40,18.088172
29.315385,40,18.244549
27.323367,40,18.405724
32.715738,40,19.933872
32.776182,40,20.098029
24.143817,40,20.259099
23.335407,40,20.422079
32.404286,40,20.588429
33.106497,40,22.120389
31.787474,40,22.274445
29.119487,40,22.454626
31.177942,40,22.623452
29.47233,40,22.961196
31.760206,40,24.517497
31.705576,40,24.657366
28.654808,40,24.809561
27.340422,40,25.043592
22.459779,40,25.350204
26.983608,40,26.886112
29.51924,40,27.051013
32.22484,40,27.21094
29.507807,40,27.526559
34.954902,40,27.768871
24.735374,40,29.254245
29.698204,40,29.422332
30.582358,40,29.581006
31.144336,40,29.843615
32.043363,40,30.05996
27.191313,40,31.625742
26.55297,40,31.79038
32.762433,40,31.944443
29.862801,40,32.279335
22.083509,40,32.536988
28.51809,40,34.142026
24.722159,40,34.297564
29.623989,40,34.530164
26.899981,40,34.74643
26.542504,40,34.952399
28.897572,40,36.470344
29.716841,40,36.634079
29.53303,40,36.788897
30.565952,40,37.021287
31.724391,40,37.288522
28.243375,40,38.805755
29.797953,40,38.976228
25.538062,40,39.134185
24.474569,40,39.353881
29.060302,40,39.604861
29.848608,40,41.062054
28.516825,40,41.228353
24.463322,40,41.37284
25.908868,40,41.531922
28.84397,40,41.650779
27.206241,40,42.756503
27.650157,40,42.866151
24.80456,40,42.977076
27.820778,40,43.07886
30.256505,40,43.198361
35.071633,40,44.315685
28.719472,40,44.43841
28.490012,40,44.555493
27.683277,40,44.670198
29.524984,40,44.782101
29.317111,40,45.892292
25.298967,40,46.060465
28.265708,40,46.288877
29.853243,40,46.552199
22.918585,40,46.793762
31.747762,40,48.263247
27.517045,40,48.416031
27.070315,40,48.634694
30.494995,40,48.83378
34.926113,40,49.023022
29.303401,40,50.495529
22.188621,40,50.654155
32.499472,40,50.826892
29.083158,40,51.080348
32.140832,40,51.344899
32.122916,40,52.811181
30.365044,40,52.971876
25.043124,40,53.135702
29.102058,40,53.340932
26.603477,40,53.628603
32.038833,40,55.075597
25.125905,40,55.232791
