#{"t_start": 1716882182.5317793, "env_id": "Sprites-v0"}
r,l,t
20.801993,40,0.945627
28.767222,40,8.495959
25.883139,40,9.566932
28.858866,40,10.63259
22.763224,40,11.702089
31.697147,40,12.780512
25.522006,40,13.833567
28.98256,40,14.900092
31.295671,40,15.955684
20.654058,40,17.03042
30.608238,40,18.124916
27.439142,40,19.220452
30.337282,40,20.297053
29.556187,40,21.382084
28.708292,40,22.392124
30.113079,40,23.460767
27.672447,40,24.575015
28.999815,40,25.654668
27.446663,40,26.686174
28.645063,40,27.854769
28.247056,40,28.962841
28.125001,40,30.049366
28.192524,40,31.137539
27.405828,40,32.220512
24.969856,40,33.295768
24.148682,40,34.392739
32.805284,40,35.471855
27.003571,40,36.571949
28.890718,40,37.691173
21.266883,40,38.776039
28.592856,40,39.859
24.660626,40,40.889532
28.430666,40,41.91825
28.01679,40,42.983665
30.575745,40,44.05351
24.318151,40,45.13062
29.549003,40,46.192242
20.507495,40,47.264201
29.106334,40,48.332264
29.858964,40,49.405017
28.444823,40,50.474239
22.982016,40,51.538554
19.564143,40,52.554015
33.265046,40,53.617833
28.911458,40,54.623154
29.512095,40,55.68565
26.793817,40,56.748009
24.205647,40,57.786753
28.043327,40,58.850156
31.230858,40,59.936429
26.75645,40,61.094223
28.959787,40,62.244035
21.92459,40,63.361821
24.541054,40,64.569551
28.797702,40,65.659387
29.825258,40,66.731723
28.012917,40,67.805766
27.459932,40,68.911113
29.749432,40,69.987305
20.252349,40,71.08738
26.357932,40,72.1672
33.988838,40,73.259818
33.011562,40,74.320044
27.148449,40,75.385615
33.538417,40,76.453845
18.043245,40,77.532562
28.496992,40,78.618019
27.318339,40,79.777181
29.257829,40,80.906479
28.955582,40,82.040975
18.873451,40,83.17944
26.457748,40,84.296525
32.706032,40,85.363405
26.689883,40,86.487792
29.284413,40,87.747091
26.572904,40,88.874714
23.988587,40,90.000395
33.565146,40,91.080374
33.514965,40,92.148851
26.852688,40,93.237447
24.668066,40,94.306661
32.881497,40,95.372457
26.631279,40,96.44686
27.179015,40,97.517975
27.733838,40,98.59119
27.127912,40,99.673091
20.250108,40,100.70851
25.99749,40,101.789834
36.349307,40,102.97863
29.308925,40,104.163738
25.462102,40,105.255553
24.306267,40,106.337735
30.25243,40,107.401694
26.490207,40,108.496774
24.294507,40,109.579605
25.909994,40,110.692477
25.159392,40,111.816083
27.551392,40,112.963902
22.694808,40,114.144179
26.365246,40,115.239439
30.169995,40,116.433179
24.843601,40,123.81186
25.229335,40,124.95559
30.813776,40,126.055888
26.392672,40,127.158815
30.317699,40,128.296202
26.242923,40,129.405917
30.072222,40,130.573217
30.696528,40,131.687799
26.296726,40,132.87863
32.168642,40,133.943122
28.793731,40,135.070373
24.39535,40,136.242294
27.015435,40,137.375678
28.201463,40,138.491374
19.912406,40,139.635364
29.762023,40,140.784805
21.233898,40,141.964127
32.665427,40,143.124969
33.949132,40,144.220259
28.207293,40,145.335818
27.548802,40,146.435876
25.600738,40,147.538644
29.503477,40,148.614655
31.845515,40,149.709677
32.996001,40,150.791129
28.057024,40,151.891988
31.302997,40,152.994383
30.478384,40,154.074058
31.098239,40,155.168843
28.428027,40,156.283251
28.333947,40,157.357572
26.553171,40,158.465921
29.339175,40,159.606964
29.535767,40,160.652367
25.097485,40,161.71812
29.732937,40,162.791243
31.070412,40,163.862843
25.432695,40,164.943028
26.655729,40,166.057996
26.920428,40,167.132117
31.105867,40,168.20349
32.823185,40,169.269953
20.852314,40,170.35064
27.422718,40,171.421741
31.803527,40,172.499151
31.628013,40,173.626504
29.507058,40,174.838815
23.542389,40,175.998904
33.442816,40,177.123951
25.352055,40,178.410878
28.704564,40,179.571363
29.167963,40,180.707983
28.342256,40,181.789699
29.235664,40,182.925645
24.350929,40,184.041821
25.447225,40,185.142025
28.256571,40,186.21413
28.493684,40,187.340443
27.362592,40,188.494971
35.709391,40,189.6023
24.22939,40,190.771401
27.145469,40,191.923802
29.002442,40,193.014219
28.120936,40,194.113177
27.761011,40,195.236494
26.553925,40,196.351051
27.337803,40,197.456326
25.812111,40,198.640823
35.608127,40,199.816571
29.52293,40,200.897344
30.915292,40,201.91379
29.797187,40,202.992873
31.239979,40,204.058241
28.834531,40,205.151675
25.007436,40,206.240075
29.673802,40,207.361747
23.455374,40,208.479493
31.608737,40,209.580528
33.127513,40,210.743722
28.368897,40,211.87201
24.24003,40,213.043155
23.18669,40,214.249667
29.240299,40,215.362628
22.859522,40,216.477142
33.470206,40,217.611585
27.408577,40,218.670264
30.55956,40,219.791043
31.66725,40,220.865897
27.623516,40,221.945712
30.460455,40,223.04885
31.28213,40,224.156002
26.583534,40,225.232083
20.818599,40,226.279421
28.741998,40,227.321381
22.165934,40,228.391965
26.980014,40,229.468162
32.642152,40,230.539495
27.901705,40,231.604386
24.399593,40,232.673642
31.263271,40,233.737548
28.046404,40,241.224127
25.68752,40,242.298856
30.198773,40,243.362247
24.8742,40,244.405173
22.970435,40,245.480372
23.164166,40,246.535233
24.081089,40,247.599633
32.95863,40,248.667915
30.729271,40,249.79051
27.287673,40,250.914585
30.289272,40,252.044982
23.841009,40,253.212738
29.954795,40,254.458887
24.766721,40,255.570809
28.221112,40,256.644907
27.13048,40,257.757184
26.776422,40,258.882698
28.454876,40,259.985523
28.004582,40,261.010913
22.540127,40,262.11203
28.590407,40,263.190526
27.375064,40,264.265504
26.346419,40,265.333219
23.781065,40,266.427321
29.501209,40,267.530945
28.124367,40,268.612242
24.391309,40,269.746625
33.074656,40,270.830836
25.359523,40,271.908915
29.309229,40,272.951411
28.119699,40,274.025129
32.6319,40,275.095472
25.818761,40,276.19373
31.594749,40,277.297585
27.618545,40,278.393891
27.091619,40,279.583433
34.462088,40,280.903586
31.591757,40,282.129018
30.095084,40,283.367179
25.181706,40,284.469527
28.822851,40,285.606358
30.685162,40,286.755947
34.308118,40,287.918971
28.102418,40,289.055481
29.411337,40,290.158784
26.1954,40,291.227662
33.338801,40,292.299219
27.487335,40,293.422438
32.980604,40,294.48477
26.667704,40,295.55015
25.829382,40,296.610517
26.835092,40,297.623186
31.154966,40,298.718232
28.049907,40,299.837628
27.816551,40,300.881561
25.476675,40,301.995736
29.146695,40,303.14623
29.154802,40,304.332224
23.256397,40,305.442931
27.791581,40,306.543172
28.922984,40,307.611733
18.23722,40,308.72588
27.306389,40,309.872441
29.276298,40,310.938968
28.860272,40,312.054772
29.986576,40,313.156773
32.642028,40,314.239845
20.91958,40,315.304624
31.234979,40,316.384019
25.455793,40,317.502005
30.627536,40,318.63128
27.12225,40,319.769969
26.881207,40,320.899946
27.450244,40,322.049195
25.725298,40,323.104761
33.038148,40,324.226007
25.362656,40,325.307194
32.297922,40,326.469055
28.575632,40,327.643425
31.630993,40,328.888257
33.412396,40,330.054167
31.92046,40,331.18208
25.743287,40,332.351768
29.355503,40,333.491766
29.424588,40,334.595078
