Update,Num Timesteps,FPS,Mean Reward,Median Reward,Min Reward,Max Reward,Dist Entropy,Value Loss,Action Loss
0,3200,1323,27.796535800000004,27.7549985,24.139372,31.018086,2.8378845620900393,1.5284120831638575,-0.003265208180579293
1,6400,707,26.6795188,26.176733,22.059948,32.608892,2.837877035140991,0.5014469696907327,-0.005145331500671091
2,9600,862,30.143332599999997,30.567259,26.169405,34.031664,2.837877035140991,0.44532843260094523,-0.005583602385058839
3,12800,1003,29.147988000000005,29.403635,25.602532,32.698072,2.837877035140991,0.41271891456563026,-0.0038050729235692415
4,16000,1112,28.281712799999998,28.160699,23.054466,34.732229,2.837877035140991,0.3602045957231894,-0.003718896547525219
5,19200,1193,28.596169500000002,29.7756605,19.850637,33.373423,2.837877035140991,0.3420428243698552,-0.005765415806990859
6,22400,1228,28.750545499999998,28.704273999999998,25.986997,33.300165,2.837877035140991,0.31671412294963375,-0.004149792877797154
7,25600,1259,28.3140958,28.367459,23.723125,34.674669,2.837877035140991,0.35377378668636084,-0.005702796619658557
8,28800,1281,28.564040999999996,27.538212,25.7421,33.127936,2.837877035140991,0.3479488800512627,-0.004851555035543242
9,32000,1304,30.288195899999998,29.9724,27.012788,34.81849,2.837877035140991,0.33314246631925926,-0.0027556740426462056
10,35200,1319,27.978236300000003,27.3158265,25.78731,32.169699,2.837877035140991,0.3619949067942798,-0.006191793149412206
11,38400,1334,30.2789087,30.803286999999997,25.183337,33.963747,2.837877035140991,0.370275636727456,-0.004596121628509309
12,41600,1348,27.7361849,27.33061,24.056735,33.777108,2.837877035140991,0.4036230723140761,-0.005059089246003623
13,44800,1358,28.7537307,29.3367565,24.319985,34.311373,2.837877035140991,0.4073245956096798,-0.005615331568378679
14,48000,1385,29.978157699999997,29.429162499999997,25.748269,35.924883,2.837877035140991,0.398583909496665,-0.0045002824422226695
15,51200,1413,30.6576187,31.398721000000002,26.759267,34.460225,2.837877035140991,0.44964350620284677,-0.00406947702015259
16,54400,1434,29.9240845,30.685779,24.758433,34.20245,2.837877035140991,0.44672977935988456,-0.00552084524753127
17,57600,1440,30.121399499999995,30.191219,28.382597,32.283526,2.837877035140991,0.43864709162153304,-0.006657910605923689
18,60800,1444,31.402016099999997,30.9135975,28.619818,33.39666,2.837877035140991,0.45050888846162707,-0.005062541735421977
19,64000,1448,30.340709399999998,30.762383999999997,25.238518,32.665871,2.837877035140991,0.4382923509692773,-0.0032436329507845585
20,67200,1451,30.0519651,28.408655500000002,26.247854,34.950331,2.837877035140991,0.46298292942810804,-0.004781049978646479
21,70400,1335,31.6685072,31.424546,29.842152,34.623161,2.837877035140991,0.4582429260481149,-0.005864500612574375
22,73600,1344,31.341658299999995,31.954721499999998,27.046776,34.774526,2.837877035140991,0.48761568893678486,-0.005973479520292813
23,76800,1361,30.975045299999998,31.5374285,27.166319,35.194284,2.837877035140991,0.4706662183161825,-0.004157250820014724
24,80000,1378,31.1436464,31.276488999999998,26.445632,35.427748,2.837877035140991,0.4582235637353733,-0.003087660620394672
25,83200,1393,30.409353499999998,30.203906500000002,28.596251,32.557082,2.837877035140991,0.4613860391546041,-0.005508005826641238
26,86400,1397,31.2450653,31.482457500000002,28.776465,33.70146,2.837877035140991,0.4674108143663034,-0.0067320894177456125
27,89600,1401,31.0858969,31.2348625,25.830516,34.384208,2.837877035140991,0.4601739723002538,-0.002700842255720204
28,92800,1404,31.018311999999998,30.110757,26.621869,36.668075,2.837877035140991,0.4745817451039329,-0.0041065300467479915
29,96000,1408,30.908603399999997,30.627128499999998,27.579102,34.023841,2.837877035140991,0.44943973480258137,-0.006473258323012487
30,99200,1412,30.3020103,30.383302999999998,26.987013,32.899237,2.837877035140991,0.44278776715509593,-0.0021454486368384096
31,102400,1415,31.932564300000003,31.9527795,28.530985,35.099508,2.837877035140991,0.4459280055016279,-0.005935819875276138
32,105600,1417,30.766277299999995,30.833025,27.320813,34.720697,2.837877035140991,0.4724797527305782,-0.005911120182190643
33,108800,1420,31.1480844,31.664513999999997,25.963064,34.419611,2.837877035140991,0.45375764195341617,-0.003424494515513743
34,112000,1432,30.6483969,30.812618,27.87141,33.906409,2.837877035140991,0.45860009372700006,-0.004286029078457432
35,115200,1443,30.6984771,31.056980000000003,27.422594,32.590502,2.837877035140991,0.4558800950180739,-0.006076021875713877
36,118400,1451,32.0139474,32.6090805,29.139267,35.359482,2.837877035140991,0.4433440779102966,-0.004780593513942222
37,121600,1452,29.999037199999997,29.801220999999998,26.424715,33.95722,2.837877035140991,0.44344169343821704,-0.006130541139480528
38,124800,1454,30.4251191,29.706237,28.214401,34.877338,2.837877035140991,0.43369436590000987,-0.004715579446951779
39,128000,1456,32.1778246,32.484226,29.700444,34.194423,2.837877035140991,0.43662391672842205,-0.005848518768516442
40,131200,1457,31.2924593,31.272364,28.686592,34.144083,2.837877035140991,0.4432573082158342,-0.005205944572303167
41,134400,1393,31.802029899999997,31.676069,30.428741,33.402255,2.837877035140991,0.44857791264075786,-0.004772900409989234
42,137600,1397,31.1698954,31.039077,26.965486,35.222079,2.837877035140991,0.4190767847467214,-0.006724501179860454
43,140800,1406,32.480382,32.717621,29.265538,36.202365,2.837877035140991,0.4426083854632452,-0.004516668162750648
44,144000,1415,31.7625791,31.356291,26.540108,35.438086,2.837877035140991,0.4509260639315471,-0.004072444726261892
45,147200,1419,31.735904500000004,32.82139,26.462753,33.97701,2.837877035140991,0.4578968593850732,-0.005663366412591131
46,150400,1421,32.7289319,32.208325,30.316315,36.017671,2.837877035140991,0.44424635416362435,-0.005730277940642736
47,153600,1423,32.5215016,32.4166055,29.624769,36.601324,2.837877035140991,0.44667901773937047,-0.005784578262705509
48,156800,1425,32.7849193,32.276579999999996,30.755758,37.459673,2.837877035140991,0.42205713188741356,-0.005016411703763879
49,160000,1427,31.7160949,31.815775000000002,27.121571,34.628942,2.837877035140991,0.44865087582729757,-0.004500937193824939
50,163200,1428,31.8970715,31.497553500000002,29.27249,34.853993,2.837877035140991,0.44988352234940976,-0.003948884856981749
51,166400,1430,33.0845762,33.457972999999996,30.032849,35.669005,2.837877035140991,0.43737109936773777,-0.0066406692911300524
52,169600,1432,31.964560999999996,32.033236,29.666269,34.232566,2.837877035140991,0.4393103141337633,-0.008125393625618926
53,172800,1435,31.9141523,32.2684995,28.388648,34.4875,2.837877035140991,0.4441020634258166,-0.004231702094017464
54,176000,1442,32.4328305,32.7105315,28.5579,35.995276,2.837877035140991,0.41655865509528667,-0.004452952791325515
55,179200,1449,32.7066807,31.913636,29.681551,36.399452,2.837877035140991,0.48919060302432626,-0.0034965554584687197
56,182400,1452,31.928240800000005,31.7307395,29.766269,36.671732,2.837877035140991,0.45129162806551903,-0.003548204172147962
57,185600,1454,31.467113800000003,31.532650500000003,27.013827,34.642036,2.837877035140991,0.44201334682293236,-0.0074061361988242425
58,188800,1455,32.2519875,32.0143835,28.357024,34.784342,2.837877035140991,0.43337156146299094,-0.006554179259126158
59,192000,1457,30.654176199999995,30.265583,27.737946,35.808087,2.837877035140991,0.4272880634525791,-0.0028805526375776935
60,195200,1458,31.691114,32.094551499999994,28.031967,35.393869,2.837877035140991,0.42089819780085236,-0.008039073714144251
61,198400,1413,31.341963599999996,31.880224499999997,25.870339,36.849283,2.837877035140991,0.4250789324287325,-0.006283081485889852
62,201600,1417,32.6727746,32.884635,30.111518,34.353565,2.837877035140991,0.4402248344849795,-0.005101635229493695
