Update,Num Timesteps,FPS,Mean Reward,Median Reward,Min Reward,Max Reward,Dist Entropy,Value Loss,Action Loss
0,3200,1198,28.9383721,30.2190495,21.092462,34.011696,2.838042992167175,1.5782121673692018,-0.0018822724132263602
1,6400,700,29.355753999999997,30.492929500000002,22.881329,32.314758,2.837877035140991,0.46925899549387395,-0.00379322276558014
2,9600,839,27.9250575,28.6945205,23.189491,30.876111,2.837877035140991,0.4013002722058445,-0.007021686121447601
3,12800,917,27.0422729,27.1567905,21.463198,33.589871,2.837877035140991,0.37514434033073485,-0.0045119874775991775
4,16000,979,28.382207200000003,29.739997,23.132475,31.176452,2.837877035140991,0.34537025180179626,-0.0032264362253044965
5,19200,1032,28.66419129999999,28.5148695,26.076967,35.313591,2.837877035140991,0.3573870270047337,-0.0037700486230392016
6,22400,1065,27.231088700000004,26.407433,22.806925,34.092049,2.837877035140991,0.3137483903556131,-0.0032558882680859824
7,25600,1093,28.286651799999998,29.177779,21.075225,32.519126,2.837877035140991,0.32454991893609986,-0.0013767034304237313
8,28800,1144,29.021920799999997,29.403058,22.989553,33.992899,2.837877035140991,0.3118335923063569,-0.006477243309689129
9,32000,1191,29.5539983,29.561003499999998,27.403579,31.948764,2.837877035140991,0.3125005133333616,-0.001126873664361483
10,35200,1224,31.385914499999995,31.7030975,28.198002,33.867051,2.837877035140991,0.3283481753896922,-0.005906289728784486
11,38400,1236,30.7516011,31.2347465,27.160351,34.186868,2.837877035140991,0.3641078626969829,-0.005487117716654666
12,41600,1237,29.691351200000003,29.7698045,24.568767,36.62739,2.837877035140991,0.3505778051330708,-0.00388983563544798
13,44800,1239,28.8955581,28.852932,25.323965,33.968072,2.837877035140991,0.3946346506709233,-0.0035421771322035056
14,48000,1241,29.7472173,29.434260000000002,25.533853,33.980675,2.837877035140991,0.4231672709574923,-0.002971979865378671
15,51200,1248,32.3707938,32.416669999999996,28.605871,35.040046,2.837877035140991,0.4419556997017935,-0.0029466969049281033
16,54400,1241,31.4116214,31.3275375,27.217324,35.462143,2.837877035140991,0.4198905979283154,-0.00466531798917913
17,57600,1206,31.5696199,31.333762,28.325106,35.808031,2.837877035140991,0.424018842400983,-0.005302289077519617
18,60800,1193,30.5497669,30.5929325,28.037246,35.197769,2.837877035140991,0.44616864330600947,-0.004889636744564996
19,64000,1193,32.61289219999999,32.616108,30.70392,34.231203,2.837877035140991,0.4660330970073119,-0.005956814258951226
20,67200,1189,31.426320800000003,31.358065500000002,29.257839,33.803383,2.837877035140991,0.45584959466941655,-0.0034724069857929862
21,70400,1107,31.565679499999998,32.1903245,26.732679,34.617454,2.837877035140991,0.45371186756528914,-0.004337772427902564
22,73600,1112,32.01218229999999,32.437453500000004,27.454982,35.809516,2.837877035140991,0.45748231606557965,-0.004871587182606163
23,76800,1109,32.398837,32.413709,29.512418,35.681699,2.837877035140991,0.4618141548708081,-0.0023408588150175547
24,80000,1103,30.772486800000003,31.776841499999996,24.735728,33.825533,2.837877035140991,0.46360416954848915,-0.003982874375132894
25,83200,1097,31.9365347,31.5247795,29.738058,36.098547,2.837877035140991,0.4560824715299532,-0.0028121997125936105
26,86400,1091,31.459175400000003,31.444946,28.738381,33.442171,2.837877035140991,0.4518388578435406,-0.005974038551585181
27,89600,1085,32.4346595,32.479014,31.172753,33.766064,2.837877035140991,0.4409609097056091,-0.003205124197393161
28,92800,1081,32.8560763,33.478775999999996,29.973914,34.915374,2.837877035140991,0.4276140542351641,-0.00398671545463003
29,96000,1077,31.628450799999996,31.76413,28.908077,33.802247,2.837877035140991,0.43485745904035866,-0.002452274028200918
30,99200,1074,31.9181879,32.1059635,28.185607,34.11631,2.837877035140991,0.4560927333077416,-0.004991731438622082
31,102400,1082,32.213795000000005,32.0014975,27.420111,35.392615,2.837877035140991,0.4224942526780069,-0.004412877514596403
