#{"t_start": 1716882182.567457, "env_id": "Sprites-v0"}
r,l,t
19.760264,40,0.90715
29.011321,40,8.457037
26.900911,40,9.528359
20.192404,40,10.593746
29.70612,40,11.663453
28.241175,40,12.741517
27.664074,40,13.794718
24.923095,40,14.861253
26.190709,40,15.916642
27.670666,40,16.991438
26.84346,40,18.085721
27.852971,40,19.182087
19.832588,40,20.258055
25.14785,40,21.34314
30.705074,40,22.352938
22.680314,40,23.421646
29.338845,40,24.536038
34.560566,40,25.615808
33.043416,40,26.646853
23.007977,40,27.815787
25.637334,40,28.923445
22.331465,40,30.010912
25.595677,40,31.098498
28.865803,40,32.182233
23.800479,40,33.256332
24.090851,40,34.353783
28.343908,40,35.432058
29.634431,40,36.532685
28.288241,40,37.65287
27.853899,40,38.736965
21.182467,40,39.820237
25.531811,40,40.850605
24.496903,40,41.879454
26.300699,40,42.945403
34.305856,40,44.014655
26.88169,40,45.091734
32.803834,40,46.15377
24.454239,40,47.225899
33.224372,40,48.293572
29.041411,40,49.366097
29.854739,40,50.435373
27.520806,40,51.49966
25.065753,40,52.515116
26.430916,40,53.579421
23.064158,40,54.584174
30.266453,40,55.646631
26.623916,40,56.710072
27.004162,40,57.747899
26.061699,40,58.811289
29.806061,40,59.897609
33.607691,40,61.055363
20.969121,40,62.204625
26.090681,40,63.322723
26.233883,40,64.530339
22.761312,40,65.620463
24.286506,40,66.692804
29.921266,40,67.766289
24.908231,40,68.87217
31.207779,40,69.948342
28.410976,40,71.048232
26.058289,40,72.128309
29.515152,40,73.220836
24.293232,40,74.28122
26.132623,40,75.346715
27.309242,40,76.41455
28.634166,40,77.49359
26.744306,40,78.579074
19.93551,40,79.738309
32.950904,40,80.866607
28.918284,40,82.002009
29.5095,40,83.140848
25.156601,40,84.258067
30.465959,40,85.324938
25.954518,40,86.448671
29.307291,40,87.708091
24.087586,40,88.835904
28.220329,40,89.961317
32.080476,40,91.041444
27.981395,40,92.110345
22.342185,40,93.198487
30.501258,40,94.268292
25.171357,40,95.333403
32.191374,40,96.407824
24.442588,40,97.479059
31.141165,40,98.552269
23.120112,40,99.634199
23.370944,40,100.670047
20.067879,40,101.751448
25.091245,40,102.939824
29.5768,40,104.124355
28.995655,40,105.216611
30.778128,40,106.298799
23.496948,40,107.363438
29.298153,40,108.458144
24.001592,40,109.540778
26.665889,40,110.653115
27.809838,40,111.776623
33.241923,40,112.924481
27.627615,40,114.105175
35.084921,40,115.200489
23.618253,40,116.394189
23.301621,40,123.772933
32.454105,40,124.916867
24.790216,40,126.016944
31.981102,40,127.119288
35.119207,40,128.257318
28.726885,40,129.367025
26.598267,40,130.533662
29.816661,40,131.648326
26.749209,40,132.83968
20.186211,40,133.904088
31.21595,40,135.030865
29.328984,40,136.202962
21.971909,40,137.336538
27.247223,40,138.452429
23.135301,40,139.595773
29.339272,40,140.746081
28.147376,40,141.924718
25.530098,40,143.086078
26.329549,40,144.181043
26.296597,40,145.297003
28.199134,40,146.397071
28.568703,40,147.499048
27.207013,40,148.575823
28.929773,40,149.670382
27.998165,40,150.751581
22.681461,40,151.853246
25.007651,40,152.955415
28.358963,40,154.03505
31.035923,40,155.129827
26.844029,40,156.244899
26.606218,40,157.319166
27.672908,40,158.426944
28.262329,40,159.567836
27.790887,40,160.613452
28.218256,40,161.679434
32.573587,40,162.752752
29.999125,40,163.824422
30.240178,40,164.904253
24.49196,40,166.01923
26.02517,40,167.093663
24.398708,40,168.164526
23.406795,40,169.231116
28.479615,40,170.311107
29.462435,40,171.383201
32.775778,40,172.460104
32.095275,40,173.587765
