Update,Num Timesteps,FPS,Mean Reward,Median Reward,Min Reward,Max Reward,Dist Entropy,Value Loss,Action Loss
0,1280,847,27.5161218,28.0768175,20.801993,30.732463,2.8386912923306227,29.489276327192783,-0.045585454409774684
1,2560,290,29.472013399999998,29.012203999999997,25.431918,33.82308,2.837877035140991,30.16243750602007,-0.05604108434908994
2,3840,389,28.537228700000004,27.0909315,24.424925,34.738447,2.837877035140991,29.767714485526085,-0.059835141461462626
3,5120,468,27.8143393,28.7125575,24.328565,29.623256,2.837877035140991,28.98105939477682,-0.06198180920728191
4,6400,533,27.228202599999996,26.681356,18.461817,34.440591,2.837877035140991,29.565790355205536,-0.07193559631218704
5,7680,587,29.4438037,30.175806,21.339971,32.10103,2.837877035140991,31.176338702440262,-0.06741411207985948
6,8960,634,27.975858500000005,27.856056000000002,24.0238,32.263903,2.837877035140991,29.98780468851328,-0.06707370008039959
7,10240,674,26.9474151,28.7155525,18.355755,31.052417,2.837877035140991,29.287203565239906,-0.07204765273263547
8,11520,709,28.2698106,28.358615999999998,20.425352,33.878371,2.837877035140991,29.644939593970776,-0.07473901993432719
9,12800,737,28.9931799,29.0711415,20.654058,35.029364,2.837877035140991,31.719162054359913,-0.07489915849828321
10,14080,763,28.352866700000003,28.3638505,23.427602,35.236279,2.837877035140991,30.953246876597404,-0.07172078401708859
11,15360,786,27.9222896,28.5551855,19.767652,32.361066,2.837877035140991,29.31174449622631,-0.0777370698251616
12,16640,807,27.8499373,28.140045999999998,21.631803,32.205485,2.837877035140991,28.311031594872475,-0.0739043605877896
13,17920,828,28.556866000000003,28.4605195,24.171754,32.162112,2.837877035140991,29.467389456927776,-0.07973410084741772
14,19200,845,28.933588199999996,28.7750275,26.028695,34.11336,2.837877035140991,29.473048388957977,-0.07676082174498333
15,20480,860,27.767068300000005,28.808300000000003,18.23309,31.035058,2.837877035140991,28.823443196713924,-0.08950743980403786
16,21760,874,27.863013799999997,28.734628999999998,19.159737,35.750434,2.837877035140991,30.778251469135284,-0.08344555516259788
17,23040,889,27.246319900000003,27.62444,22.451161,32.997563,2.837877035140991,30.65357957780361,-0.08239845262176004
18,24320,898,28.262632200000002,27.913916,23.751778,34.34332,2.837877035140991,31.36034794896841,-0.08334207921214443
19,25600,908,28.1131484,28.5720165,19.988473,33.053725,2.837877035140991,29.514013573527336,-0.08317075844456667
20,26880,917,27.704376200000002,28.7633845,19.688257,31.045176,2.837877035140991,30.624735429883003,-0.08298721809796916
21,28160,927,26.0595243,27.362543000000002,19.236373,33.516175,2.837877035140991,27.85838534682989,-0.08817528859367485
22,29440,936,27.9677254,27.7073915,23.442442,33.318246,2.837877035140991,29.19984945654869,-0.0853744145233577
